Region,Country,Total Revenue,Total Cost,Total Profit
Europe,Macedonia,86367.81,64058.44,22309.37
Sub-Saharan Africa,Niger,210560.40,134467.20,76093.20
Australia and Oceania,Papua New Guinea,1903959.20,1083970.16,819989.04
Sub-Saharan Africa,Chad,401526.40,228598.72,172927.68
Sub-Saharan Africa,Mozambique,378909.09,284940.18,93968.91
Europe,Slovenia,824809.68,515086.02,309723.66
Sub-Saharan Africa,Guinea-Bissau,8499.92,5893.68,2606.24
Asia,Thailand,1290868.74,761902.47,528966.27
Sub-Saharan Africa,South Sudan,1110782.40,709363.20,401419.20
Sub-Saharan Africa,Guinea-Bissau,334615.36,109742.08,224873.28
Europe,Montenegro,2611352.10,2105089.60,506262.50
Sub-Saharan Africa,South Sudan,3544536.03,2857357.28,687178.75
Australia and Oceania,Vanuatu,223394.60,149667.32,73727.28
Asia,Philippines,953015.16,562492.98,390522.18
Europe,Germany,687152.64,225361.92,461790.72
Europe,Greece,5506631.76,4439061.76,1067570.00
Central America and the Caribbean,Cuba,1679334.80,956086.04,723248.76
Sub-Saharan Africa,Seychelles ,2021051.76,1262128.14,758923.62
Australia and Oceania,Nauru,343305.00,219240.00,124065.00
Asia,Bangladesh,223286.36,154822.44,68463.92
Asia,Indonesia,1978079.20,1487518.40,490560.80
Europe,Romania,910328.48,568491.72,341836.76
Central America and the Caribbean,Honduras,342067.05,229174.11,112892.94
Middle East and North Africa,Israel,1566050.40,943248.06,622802.34
Sub-Saharan Africa,Ghana,672877.80,429710.40,243167.40
Europe,Denmark,3563282.94,3080171.74,483111.20
Sub-Saharan Africa,Guinea,60430.41,44820.84,15609.57
Europe,Denmark,973659.20,574677.60,398981.60
Middle East and North Africa,Iraq,855006.72,280412.16,574594.56
Sub-Saharan Africa,Senegal,5258616.63,3954487.26,1304129.37
Sub-Saharan Africa,Malawi,254616.70,170585.14,84031.56
Sub-Saharan Africa,Nigeria,4074620.97,3284674.72,789946.25
Sub-Saharan Africa,Burundi,930628.48,305213.44,625415.04
Europe,Norway,339172.60,227234.92,111937.68
Asia,Turkmenistan,85733.37,63587.88,22145.49
Asia,Taiwan,3673396.23,3175355.83,498040.40
Sub-Saharan Africa,Cameroon,459248.72,286796.58,172452.14
Europe,Ukraine,14890.68,11044.32,3846.36
Middle East and North Africa,Azerbaijan,2122293.39,1710844.64,411448.75
Central America and the Caribbean,Belize,1370320.98,875108.64,495212.34
Central America and the Caribbean,Dominican Republic,1994117.68,1499579.36,494538.32
Europe,Poland,309611.25,207429.75,102181.50
Europe,Austria,1929963.76,1451335.52,478628.24
Central America and the Caribbean,Grenada,261397.76,85729.28,175668.48
Sub-Saharan Africa,Malawi,1885242.80,1177316.70,707926.10
Sub-Saharan Africa,Burundi,67614.51,50149.24,17465.27
Australia and Oceania,Fiji,1481670.80,892425.37,589245.43
Central America and the Caribbean,Nicaragua,655217.18,386725.29,268491.89
Sub-Saharan Africa,Djibouti,2929.62,2172.88,756.74
Central America and the Caribbean,Guatemala,5909730.75,4764012.00,1145718.75
Europe,Slovenia,32352.80,19486.42,12866.38
Asia,Kazakhstan,1507032.66,962414.88,544617.78
Sub-Saharan Africa,Kenya,578893.59,401393.61,177499.98
Central America and the Caribbean,Jamaica,4893072.94,3679597.88,1213475.06
Europe,Italy,391699.75,262426.45,129273.30
Middle East and North Africa,Yemen,1930146.75,1668456.75,261690.00
Europe,Germany,28036.65,20794.60,7242.05
Middle East and North Africa,Afghanistan,1501610.00,854903.00,646707.00
Asia,Bangladesh,265295.58,183950.82,81344.76
Sub-Saharan Africa,Cape Verde,299131.80,207412.20,91719.60
Sub-Saharan Africa,Sierra Leone,1431050.88,1237028.48,194022.40
Central America and the Caribbean,Cuba,1103064.88,688853.82,414211.06
Sub-Saharan Africa,The Gambia,233133.18,187935.68,45197.50
Sub-Saharan Africa,Djibouti,22811.85,16919.40,5892.45
Sub-Saharan Africa,Democratic Republic of the Congo,1500662.73,1297202.33,203460.40
Europe,Czech Republic,2471262.46,1858392.92,612869.54
Asia,South Korea,3277196.08,2464456.16,812739.92
Sub-Saharan Africa,Liberia,4171341.34,3136854.68,1034486.66
Europe,Croatia,3717694.68,3213648.28,504046.40
Sub-Saharan Africa,Malawi,6932.19,5141.56,1790.63
Europe,Bosnia and Herzegovina,926470.44,800859.24,125611.20
Europe,Andorra,159140.80,95852.12,63288.68
Asia,Laos,488481.60,160204.80,328276.80
Europe,Liechtenstein,36489.05,24446.51,12042.54
Sub-Saharan Africa,Uganda,3299985.60,1987614.84,1312370.76
Central America and the Caribbean,El Salvador,5836.35,3910.17,1926.18
Europe,Iceland,3805671.24,3067866.24,737805.00
North America,Greenland,2320239.92,1448968.38,871271.54
Europe,Albania,956829.18,611046.24,345782.94
Middle East and North Africa,Algeria,171142.40,97435.52,73706.88
Central America and the Caribbean,Saint Vincent and the Grenadines,5509886.15,4143442.30,1366443.85
Central America and the Caribbean,Honduras,678294.05,510078.10,168215.95
Sub-Saharan Africa,Mali,402041.12,131855.36,270185.76
Europe,Georgia,370252.35,248057.37,122194.98
Europe,Belarus,1066076.46,680813.28,385263.18
Asia,Kazakhstan,382396.30,217707.49,164688.81
Sub-Saharan Africa,Zimbabwe,2222287.60,1338506.39,883781.21
Central America and the Caribbean,Guatemala,693818.72,227548.16,466270.56
Sub-Saharan Africa,Republic of the Congo,1884221.68,1176679.02,707542.66
Middle East and North Africa,Pakistan,2925807.15,2529125.15,396682.00
Asia,Bangladesh,54076.68,40108.32,13968.36
Europe,Croatia,1190857.14,895526.28,295330.86
Europe,Cyprus,387481.93,268672.47,118809.46
Central America and the Caribbean,Barbados,678971.60,408951.49,270020.11
Europe,San Marino,10542.90,7819.60,2723.30
Sub-Saharan Africa,Swaziland,446694.30,299271.06,147423.24
Europe,United Kingdom,357813.94,248101.26,109712.68
Europe,Russia,9591.24,7113.76,2477.48
Sub-Saharan Africa,Ethiopia,4167092.79,3359219.04,807873.75
Sub-Saharan Africa,Djibouti,3046642.93,2291079.86,755563.07
Sub-Saharan Africa,Comoros,1045843.26,843085.76,202757.50
Europe,Georgia,138024.70,78580.81,59443.89
Middle East and North Africa,Morocco,328069.30,219796.06,108273.24
Middle East and North Africa,Tunisia ,23595.57,17500.68,6094.89
Europe,Bosnia and Herzegovina,759416.40,457404.21,302012.19
Central America and the Caribbean,Haiti,633277.60,207692.80,425584.80
Europe,Austria,2039431.92,1273606.38,765825.54
Sub-Saharan Africa,Senegal,1317528.30,841394.40,476133.90
Sub-Saharan Africa,Comoros,17073.10,9720.13,7352.97
Central America and the Caribbean,Trinidad and Tobago,722697.57,624713.97,97983.60
Europe,Iceland,752982.30,480866.40,272115.90
Australia and Oceania,Marshall Islands,5474467.84,4116807.68,1357660.16
Europe,Denmark,1274417.97,1027346.72,247071.25
Sub-Saharan Africa,Tanzania,2496656.72,1877489.44,619167.28
Sub-Saharan Africa,South Sudan,2048247.55,1540285.10,507962.45
Australia and Oceania,Fiji,993295.80,634334.40,358961.40
Central America and the Caribbean,Belize,411648.32,242964.96,168683.36
Sub-Saharan Africa,Cote d'Ivoire,66970.74,49671.76,17298.98
Middle East and North Africa,Libya,840472.48,275645.44,564827.04
Middle East and North Africa,Morocco,973029.12,319119.36,653909.76
Sub-Saharan Africa,Nigeria,1550772.30,882892.29,667880.01
Central America and the Caribbean,Barbados,4912452.77,3694171.54,1218281.23
Sub-Saharan Africa,Guinea,38504.91,28558.84,9946.07
Middle East and North Africa,Libya,288572.76,249447.96,39124.80
North America,Mexico,88778.95,59479.09,29299.86
Sub-Saharan Africa,Mauritius ,1967931.90,1120391.37,847540.53
Australia and Oceania,Palau,5003897.64,4033792.64,970105.00
Europe,Croatia,1103839.90,651513.45,452326.45
Asia,Mongolia,250429.68,156391.02,94038.66
Sub-Saharan Africa,Sudan,6107987.80,4593215.60,1514772.20
Middle East and North Africa,Lebanon,1550867.64,1340600.44,210267.20
Australia and Oceania,Marshall Islands,1542851.73,1333671.33,209180.40
Sub-Saharan Africa,South Africa,14874.86,10313.94,4560.92
Middle East and North Africa,Egypt,922880.87,694007.74,228873.13
Sub-Saharan Africa,Tanzania,605946.22,420151.38,185794.84
Europe,Slovenia,2393232.80,1441468.42,951764.38
Europe,Croatia,730095.30,466250.40,263844.90
Asia,Myanmar,246804.12,145669.86,101134.26
Europe,Montenegro,866202.70,493150.21,373052.49
Europe,Ireland,648037.17,449336.43,198700.74
Sub-Saharan Africa,Mauritania,26549.12,16579.68,9969.44
Asia,Japan,780751.86,498600.48,282151.38
Middle East and North Africa,Syria,1929466.00,1098491.80,830974.20
Asia,Bangladesh,1616688.24,1009606.86,607081.38
Sub-Saharan Africa,Kenya,944905.71,761716.96,183188.75
Europe,Monaco,4714109.19,3800185.44,913923.75
Sub-Saharan Africa,Democratic Republic of the Congo,1256038.56,802126.08,453912.48
Sub-Saharan Africa,Guinea,490298.27,339963.33,150334.94
Central America and the Caribbean,Honduras,851186.60,484601.18,366585.42
Sub-Saharan Africa,Burkina Faso,505008.68,298068.54,206940.14
Middle East and North Africa,Yemen,497081.86,344666.94,152414.92
Asia,Myanmar,945033.60,816905.60,128128.00
Sub-Saharan Africa,Djibouti,2264908.38,1825810.88,439097.50
Middle East and North Africa,Iran,5713040.23,4296214.46,1416825.77
Europe,Belgium,3476373.60,3005045.60,471328.00
Europe,Greece,75697.60,43096.48,32601.12
Europe,Vatican City,2017899.87,1744312.27,273587.60
Europe,Denmark,1276026.54,814890.72,461135.82
Middle East and North Africa,Oman,3051.60,1948.80,1102.80
Asia,Bhutan,465534.08,322792.32,142741.76
Europe,Macedonia,2249396.82,1691549.64,557847.18
Central America and the Caribbean,The Bahamas,381165.85,255369.07,125796.78
Europe,Moldova ,1027473.72,656160.96,371312.76
Europe,Luxembourg,727355.20,414100.96,313254.24
Sub-Saharan Africa,Malawi,1158715.92,723607.38,435108.54
Middle East and North Africa,Turkey,1255201.20,756020.43,499180.77
Europe,Estonia,301992.35,209395.65,92596.70
Asia,Bangladesh,1403888.58,896545.44,507343.14
Asia,Myanmar,551576.70,352245.60,199331.10
Sub-Saharan Africa,Namibia,895112.48,293565.44,601547.04
Europe,Georgia,2621624.46,2266183.66,355440.80
Middle East and North Africa,Egypt,1646217.10,937231.33,708985.77
Sub-Saharan Africa,Burundi,909878.36,537032.58,372845.78
Sub-Saharan Africa,Cameroon,2374869.84,1483084.26,891785.58
Sub-Saharan Africa,South Sudan,6418733.35,4826896.70,1591836.65
Europe,Czech Republic,1080953.50,615413.05,465540.45
Australia and Oceania,Tuvalu,735017.28,241059.84,493957.44
Middle East and North Africa,Syria,388536.16,242637.24,145898.92
Europe,Czech Republic,1414424.86,834828.33,579596.53
Sub-Saharan Africa,South Sudan,1600350.32,999403.98,600946.34
Europe,Malta,12922.05,9584.20,3337.85
Sub-Saharan Africa,Tanzania,69514.80,41869.47,27645.33
Asia,Nepal,27647.84,9067.52,18580.32
Middle East and North Africa,Qatar,1307840.60,744585.38,563255.22
Europe,Italy,1069228.60,608737.78,460490.82
Asia,North Korea,222757.92,192556.32,30201.60
Central America and the Caribbean,El Salvador,1673163.80,952572.74,720591.06
Sub-Saharan Africa,Lesotho,68162.82,47262.78,20900.04
Europe,Andorra,2262954.75,1824236.00,438718.75
Asia,Taiwan,1223082.34,721893.27,501189.07
Middle East and North Africa,Saudi Arabia,664955.28,461067.12,203888.16
Australia and Oceania,New Zealand,409385.57,283860.03,125525.54
Europe,Switzerland,125128.63,86761.77,38366.86
Europe,Spain,365697.15,245005.53,120691.62
Europe,Luxembourg,3629193.33,2925602.08,703591.25
Middle East and North Africa,Algeria,2733128.37,2203257.12,529871.25
Europe,Slovenia,511102.56,167623.68,343478.88
Central America and the Caribbean,Grenada,792330.58,467652.99,324677.59
North America,United States of America,273122.20,182983.24,90138.96
Sub-Saharan Africa,Guinea,571408.54,337259.37,234149.17
Central America and the Caribbean,Jamaica,1692088.20,963346.86,728741.34
Sub-Saharan Africa,Niger,263822.00,176752.40,87069.60
Asia,India,37310.67,27673.08,9637.59
Middle East and North Africa,Pakistan,5769069.39,4650620.64,1118448.75
Europe,Croatia,355400.50,238107.10,117293.40
Central America and the Caribbean,Guatemala,202658.95,135775.09,66883.86
Europe,Andorra,458750.49,318088.71,140661.78
Sub-Saharan Africa,Zambia,1020066.30,580748.49,439317.81
Australia and Oceania,Samoa ,1198894.92,707617.26,491277.66
Europe,Croatia,4289520.27,3457911.52,831608.75
Sub-Saharan Africa,Cape Verde,1215892.70,692237.21,523655.49
Middle East and North Africa,Syria,1127719.20,665607.60,462111.60
Asia,Bangladesh,360756.22,250141.38,110614.84
Europe,Iceland,854788.16,280340.48,574447.68
Sub-Saharan Africa,Cameroon,89626.00,53982.65,35643.35
Central America and the Caribbean,Panama,530315.73,458415.33,71900.40
Sub-Saharan Africa,Mali,689000.72,430274.58,258726.14
Middle East and North Africa,Jordan,676341.60,385057.68,291283.92
Central America and the Caribbean,Trinidad and Tobago,180737.05,121088.11,59648.94
Europe,San Marino,317366.40,202675.20,114691.20
Sub-Saharan Africa,Madagascar,5312078.23,3994690.46,1317387.77
Middle East and North Africa,Bahrain,5544636.19,4169574.38,1375061.81
Asia,Cambodia,166238.82,115266.78,50972.04
Middle East and North Africa,Iraq,3323124.63,2678870.88,644253.75
Europe,Iceland,835833.24,533776.32,302056.92
Sub-Saharan Africa,Chad,5454419.74,4101731.48,1352688.26
Middle East and North Africa,Egypt,126334.74,101842.24,24492.50
Middle East and North Africa,Azerbaijan,3768374.53,2833823.06,934551.47
Australia and Oceania,Federated States of Micronesia,90937.68,58074.24,32863.44
Middle East and North Africa,Oman,1262675.76,745262.28,517413.48
Europe,United Kingdom,1518804.00,1312884.00,205920.00
Sub-Saharan Africa,Mali,735488.27,509973.33,225514.94
Australia and Oceania,East Timor,5759150.86,4330889.72,1428261.14
Asia,Sri Lanka,176086.95,117972.69,58114.26
Europe,San Marino,70581.45,52349.80,18231.65
North America,Mexico,40538.08,28108.32,12429.76
Sub-Saharan Africa,Republic of the Congo,530445.12,173967.36,356477.76
Sub-Saharan Africa,Lesotho,1552.87,1076.73,476.14
Europe,Netherlands,808781.28,265251.84,543529.44
Sub-Saharan Africa,Ghana,594811.04,195077.12,399733.92
Sub-Saharan Africa,Republic of the Congo,43095.27,31963.48,11131.79
Central America and the Caribbean,Trinidad and Tobago,198849.09,137878.11,60970.98
Sub-Saharan Africa,Niger,3682098.40,2217765.26,1464333.14
Sub-Saharan Africa,Sudan,5960525.13,4804958.88,1155566.25
Europe,Finland,496689.44,293158.32,203531.12
Asia,Thailand,2739495.20,1650025.78,1089469.42
Asia,Kazakhstan,281805.55,188800.81,93004.74
Europe,Bosnia and Herzegovina,4635788.99,3486119.98,1149669.01
Australia and Oceania,Tuvalu,55812.06,41395.44,14416.62
Central America and the Caribbean,El Salvador,2881086.81,2490468.01,390618.80
Europe,Slovakia,1083010.50,616584.15,466426.35
Europe,Moldova ,626798.64,400283.52,226515.12
Asia,Maldives,3587226.00,2160622.65,1426603.35
Europe,San Marino,1031166.08,338186.24,692979.84
Central America and the Caribbean,Barbados,81281.85,54456.27,26825.58
Sub-Saharan Africa,Benin,1229880.30,700200.69,529679.61
Asia,Bangladesh,3390199.26,2732941.76,657257.50
Middle East and North Africa,Iran,87692.67,65041.08,22651.59
Sub-Saharan Africa,Cameroon,48629.35,33718.65,14910.70
Europe,Moldova ,642561.26,445539.54,197021.72
Middle East and North Africa,Iran,1004248.40,604869.01,399379.39
Asia,Philippines,887953.20,534823.23,353129.97
Middle East and North Africa,United Arab Emirates,4704341.04,3792311.04,912030.00
Asia,Taiwan,3388128.90,2547877.80,840251.10
Australia and Oceania,Vanuatu,391568.43,271505.97,120062.46
Central America and the Caribbean,Saint Vincent and the Grenadines,288827.04,94725.12,194101.92
Sub-Saharan Africa,Cameroon,2916103.68,2520737.28,395366.40
Asia,Turkmenistan,1229809.35,1063071.35,166738.00
Sub-Saharan Africa,Sudan,379600.00,254320.00,125280.00
Middle East and North Africa,Saudi Arabia,2863222.80,1724548.17,1138674.63
Europe,Iceland,2173321.20,1309013.43,864307.77
Sub-Saharan Africa,Swaziland,1033588.54,610049.37,423539.17
Middle East and North Africa,Qatar,4713457.98,3799660.48,913797.50
Middle East and North Africa,United Arab Emirates,740555.53,513486.87,227068.66
Sub-Saharan Africa,Equatorial Guinea,548735.22,380482.38,168252.84
Sub-Saharan Africa,Lesotho,16476.78,12220.72,4256.06
Europe,Norway,1203978.90,710617.95,493360.95
Asia,Uzbekistan,3575794.11,2882555.36,693238.75
Middle East and North Africa,Egypt,1902857.12,1188316.68,714540.44
Middle East and North Africa,Somalia,2270781.46,1707630.92,563150.54
Australia and Oceania,Marshall Islands,551426.88,180848.64,370578.24
Middle East and North Africa,Yemen,769847.04,578926.08,190920.96
Asia,Mongolia,1055990.67,912819.07,143171.60
Central America and the Caribbean,Saint Vincent and the Grenadines,4622423.59,3476069.18,1146354.41
Asia,Thailand,1082642.48,676100.22,406542.26
Asia,South Korea,906842.39,681946.78,224895.61
Sub-Saharan Africa,Sudan,3026638.86,2616286.06,410352.80
Europe,Malta,3221130.15,2784408.15,436722.00
Europe,Latvia,6670.95,4947.80,1723.15
Sub-Saharan Africa,Zimbabwe,946938.59,712099.18,234839.41
Australia and Oceania,Samoa ,2963341.60,1784850.74,1178490.86
Australia and Oceania,Palau,563947.86,454615.36,109332.50
Middle East and North Africa,Bahrain,1068649.12,350479.36,718169.76
Middle East and North Africa,Syria,726274.88,238192.64,488082.24
Sub-Saharan Africa,Ghana,541869.90,375722.10,166147.80
Sub-Saharan Africa,Burundi,157085.06,108919.74,48165.32
Sub-Saharan Africa,Niger,737093.60,241740.80,495352.80
Europe,Norway,362965.36,214231.08,148734.28
Sub-Saharan Africa,Benin,891888.00,537193.20,354694.80
Australia and Oceania,Solomon Islands,57043.62,42308.88,14734.74
Sub-Saharan Africa,Mauritania,4510931.67,3636397.92,874533.75
Australia and Oceania,Federated States of Micronesia,2513670.60,2026345.60,487325.00
